CLAKIEAN_00001	1	1392
CLAKIEAN_00002	1397	2497
CLAKIEAN_00003	2583	3734
CLAKIEAN_00004	3753	6158
CLAKIEAN_00005	6423	7019
CLAKIEAN_00006	7342	8151
CLAKIEAN_00007	8261	9532
CLAKIEAN_00008	9529	9900
CLAKIEAN_00009	10200	10616
CLAKIEAN_00010	10744	10977
CLAKIEAN_00011	11018	12268
CLAKIEAN_00012	12621	13382
CLAKIEAN_00013	13473	14201
CLAKIEAN_00014	14284	14787
CLAKIEAN_00015	14931	15956
CLAKIEAN_00016	16100	16663
CLAKIEAN_00017	16748	17170
CLAKIEAN_00018	17386	18306
CLAKIEAN_00019	18587	19396
CLAKIEAN_00020	19405	19584
CLAKIEAN_00021	19581	20180
CLAKIEAN_00022	20352	20570
CLAKIEAN_00023	20719	21588
CLAKIEAN_00024	21635	22069
CLAKIEAN_00025	22177	23232
CLAKIEAN_00026	23518	24135
CLAKIEAN_00027	24630	25520
CLAKIEAN_00028	25387	25800
CLAKIEAN_00029	25821	26345
CLAKIEAN_00030	26445	27590
CLAKIEAN_00031	27684	29603
CLAKIEAN_00032	30055	30198
CLAKIEAN_00033	30397	30624
CLAKIEAN_00034	30626	30844
CLAKIEAN_00035	31320	31967
CLAKIEAN_00036	32059	32640
CLAKIEAN_00037	32690	32872
CLAKIEAN_00038	33095	33331
CLAKIEAN_00039	33569	34285
CLAKIEAN_00040	34879	36948
CLAKIEAN_00041	36958	37869
CLAKIEAN_00042	38067	38369
CLAKIEAN_00043	38326	38775
CLAKIEAN_00044	38779	39063
CLAKIEAN_00045	39357	40001
CLAKIEAN_00046	41298	42176
CLAKIEAN_00047	42202	43479
CLAKIEAN_00048	43779	44261
CLAKIEAN_00049	44291	44881
CLAKIEAN_00050	44943	45401
CLAKIEAN_00051	45507	45935
CLAKIEAN_00052	46485	47912
CLAKIEAN_00053	48006	49967
CLAKIEAN_00054	50015	51166
CLAKIEAN_00055	52703	54313
CLAKIEAN_00056	54526	55545
CLAKIEAN_00057	55556	56458
CLAKIEAN_00058	56468	57454
CLAKIEAN_00059	57444	58445
CLAKIEAN_00060	58590	59618
CLAKIEAN_00061	59844	60347
CLAKIEAN_00062	60748	61281
CLAKIEAN_00063	61730	62125
CLAKIEAN_00064	62149	62394
CLAKIEAN_00065	62512	62673
CLAKIEAN_00066	62729	64255
CLAKIEAN_00067	64664	65560
CLAKIEAN_00068	65553	66743
CLAKIEAN_00069	67125	69224
CLAKIEAN_00070	69447	70727
CLAKIEAN_00071	70965	72458
CLAKIEAN_00072	72509	73384
CLAKIEAN_00073	73559	73873
CLAKIEAN_00074	73825	74109
CLAKIEAN_00075	74096	74278
CLAKIEAN_00076	74502	76127
CLAKIEAN_00077	76311	76493
CLAKIEAN_00078	76490	76840
CLAKIEAN_00079	76882	77052
CLAKIEAN_00080	77367	77564
CLAKIEAN_00081	77561	77929
CLAKIEAN_00082	78186	78710
CLAKIEAN_00083	78941	79045
CLAKIEAN_00084	79231	79545
CLAKIEAN_00085	79542	80345
CLAKIEAN_00086	80531	80845
CLAKIEAN_00087	81002	81940
CLAKIEAN_00088	82469	83743
CLAKIEAN_00089	83752	84093
CLAKIEAN_00090	84478	84657
CLAKIEAN_00091	84704	85435
CLAKIEAN_00092	86247	86372
CLAKIEAN_00093	86494	86916
CLAKIEAN_00094	86897	87631
CLAKIEAN_00095	87618	88172
CLAKIEAN_00096	88169	88939
CLAKIEAN_00097	88939	89262
CLAKIEAN_00098	89317	89589
CLAKIEAN_00099	89593	90846
CLAKIEAN_00100	91147	92025
CLAKIEAN_00101	92018	93790
CLAKIEAN_00102	93797	94918
CLAKIEAN_00103	94949	97003
CLAKIEAN_00104	97013	97420
CLAKIEAN_00105	97439	98734
CLAKIEAN_00106	98718	99179
CLAKIEAN_00107	99160	100068
CLAKIEAN_00108	100065	100991
CLAKIEAN_00109	100981	101652
CLAKIEAN_00110	101649	101903
CLAKIEAN_00111	101916	102680
CLAKIEAN_00112	102690	103781
CLAKIEAN_00113	103916	104452
CLAKIEAN_00114	104467	106338
CLAKIEAN_00115	106373	107578
CLAKIEAN_00116	107649	108827
CLAKIEAN_00117	109026	113186
CLAKIEAN_00118	113245	113514
CLAKIEAN_00119	113773	114813
CLAKIEAN_00120	115102	115653
CLAKIEAN_00121	115803	117131
CLAKIEAN_00122	117338	117493
CLAKIEAN_00123	117587	117832
CLAKIEAN_00124	117862	118038
CLAKIEAN_00125	118167	118397
CLAKIEAN_00126	119115	119789
CLAKIEAN_00127	120279	120416
CLAKIEAN_00128	120558	121010
CLAKIEAN_00129	121266	121826
CLAKIEAN_00130	122055	122339
CLAKIEAN_00131	122381	122716
CLAKIEAN_00132	123019	123471
CLAKIEAN_00133	123938	124621
CLAKIEAN_00134	125092	125733
CLAKIEAN_00135	125776	126537
CLAKIEAN_00136	126551	127690
CLAKIEAN_00137	127713	129317
CLAKIEAN_00138	129641	130654
CLAKIEAN_00139	130753	130857
CLAKIEAN_00140	132267	132905
CLAKIEAN_00141	132970	133461
CLAKIEAN_00142	133471	134955
CLAKIEAN_00143	134955	135566
CLAKIEAN_00144	135560	136900
CLAKIEAN_00145	136923	137924
CLAKIEAN_00146	137930	138991
CLAKIEAN_00147	139069	140094
CLAKIEAN_00148	140094	141971
CLAKIEAN_00149	142573	145263
CLAKIEAN_00150	145338	145889
CLAKIEAN_00151	145983	146795
CLAKIEAN_00152	146902	149538
CLAKIEAN_00153	149526	150107
CLAKIEAN_00154	150232	150765
CLAKIEAN_00155	150783	152282
CLAKIEAN_00156	152434	152919
CLAKIEAN_00157	153050	153598
CLAKIEAN_00158	153602	154948
CLAKIEAN_00159	154948	156315
CLAKIEAN_00160	156327	160136
CLAKIEAN_00161	160188	160832
CLAKIEAN_00162	160890	163331
CLAKIEAN_00163	163455	163724
CLAKIEAN_00164	163787	164566
CLAKIEAN_00165	164585	165382
CLAKIEAN_00166	165394	165885
CLAKIEAN_00167	165989	167029
CLAKIEAN_00168	167566	169251
CLAKIEAN_00169	169270	171318
CLAKIEAN_00170	171329	171916
CLAKIEAN_00171	172264	174936
CLAKIEAN_00172	175063	175296
CLAKIEAN_00173	175368	176492
CLAKIEAN_00174	176520	177359
CLAKIEAN_00175	177349	178257
CLAKIEAN_00176	178267	179517
CLAKIEAN_00177	179728	180669
CLAKIEAN_00178	180666	181691
CLAKIEAN_00179	181885	182661
CLAKIEAN_00180	182738	183385
CLAKIEAN_00181	184005	184352
CLAKIEAN_00182	184526	184927
CLAKIEAN_00183	184932	185309
CLAKIEAN_00184	185397	186521
CLAKIEAN_00185	187041	187373
CLAKIEAN_00186	187493	187999
CLAKIEAN_00187	188234	189151
CLAKIEAN_00188	189167	190114
CLAKIEAN_00189	190774	190908
CLAKIEAN_00190	190905	191183
CLAKIEAN_00195	191808	192992
CLAKIEAN_00196	193345	193728
CLAKIEAN_00197	193730	194275
CLAKIEAN_00198	194460	194888
CLAKIEAN_00199	194892	195596
CLAKIEAN_00200	196023	196520
CLAKIEAN_00201	196587	196952
CLAKIEAN_00202	197293	201321
CLAKIEAN_00203	201397	205617
CLAKIEAN_00204	205683	206237
CLAKIEAN_00205	206387	207517
CLAKIEAN_00206	207514	208290
CLAKIEAN_00207	208293	208532
CLAKIEAN_00208	208477	209238
CLAKIEAN_00209	209228	209875
CLAKIEAN_00210	209872	211806
CLAKIEAN_00211	212118	212627
CLAKIEAN_00212	212713	213486
CLAKIEAN_00213	213525	214592
CLAKIEAN_00214	214594	215262
CLAKIEAN_00215	215330	215920
CLAKIEAN_00216	216109	216381
CLAKIEAN_00217	216549	217271
CLAKIEAN_00218	217493	218773
CLAKIEAN_00219	218788	220377
CLAKIEAN_00226	226857	227579
CLAKIEAN_00227	227528	227896
CLAKIEAN_00228	228082	229290
CLAKIEAN_00229	230518	231249
CLAKIEAN_00230	231609	232997
CLAKIEAN_00231	233067	233822
CLAKIEAN_00232	233868	234605
CLAKIEAN_00233	234590	235057
CLAKIEAN_00234	235109	235843
CLAKIEAN_00236	236494	236778
CLAKIEAN_00237	236814	237386
CLAKIEAN_00238	237659	238690
CLAKIEAN_00239	238842	238967
CLAKIEAN_00240	238987	240027
CLAKIEAN_00241	240066	240428
CLAKIEAN_00242	240614	241159
CLAKIEAN_00243	241156	241635
CLAKIEAN_00244	241849	242427
CLAKIEAN_00245	242471	243238
CLAKIEAN_00246	243209	243952
CLAKIEAN_00247	244188	245243
CLAKIEAN_00248	245411	246868
CLAKIEAN_00249	247121	247579
CLAKIEAN_00250	247723	248943
CLAKIEAN_00251	249048	249449
CLAKIEAN_00252	249529	249687
CLAKIEAN_00253	250187	251290
CLAKIEAN_00254	251303	252559
CLAKIEAN_00255	252643	252765
